title,color_breif,fullPrice,currentPrice,publish_date
Nike Blazer Low '77 Jumbo SE,Summit White/Midnight Navy/Phantom/Summit White,89.95,62.97,2023-01-16T08:00:00.000Z
Nike Structure 24,Midnight Navy/Black/White/White,114.95,114.95,2023-03-23T08:00:00.000Z
Nike P-6000,White/Metallic Platinum/Black/Opti Yellow,99.95,99.95,2023-02-09T08:00:00.000Z
Nike Pegasus 39 Shield,Black/Dark Smoke Grey/Volt/White,119.95,71.97,2022-09-23T07:00:00.000Z
Nike Phantom GX Academy Dynamic Fit MG,Barely Volt/Barely Grape/Gridiron,84.95,84.95,2023-04-06T07:00:00.000Z
Nike SuperRep Go 3 Next Nature Flyknit,College Navy/Black/Bright Crimson/White,99.95,99.95,2023-03-23T08:00:00.000Z
Nike SB Ishod Premium,Baroque Brown/Black/Obsidian,99.95,59.97,2023-01-05T08:00:00.000Z
The Nike Premier 3 FG,Cinnabar/University Red/Sail/Metallic Silver,89.95,89.95,2022-08-01T07:00:00.000Z
Nike Air Max 95,Wolf Grey/Cool Grey/White,169.95,169.95,2023-04-04T07:00:00.000Z
Nike Phantom GX Academy MG,Barely Volt/Barely Grape/Gridiron,74.95,74.95,2023-04-06T07:00:00.000Z
Zion 2,White/Black/Photon Dust/Flash Crimson,109.95,109.95,2023-03-30T07:00:00.000Z
Nike Phantom GX Academy MG By You,Multi-Colour/Multi-Colour/Multi-Colour,104.95,104.95,2023-01-31T17:00:00.000Z
Jordan Delta 3 Low,Sail/Photon Dust/Chile Red/Wolf Grey,124.95,99.97,2023-02-01T13:49:00.000Z
Nike Air Penny 2 x Stüssy,Vivid Green/Black/Black,179.95,179.95,2022-12-15T13:41:00.000Z
Nike Gripknit Phantom GX Elite SG-Pro Anti-Clog Traction,Baltic Blue/White/Laser Blue/Pink Blast,244.95,244.95,2023-01-16T08:00:00.000Z
Nike Zoom Vomero 5,Velvet Brown/Earth/Anthracite/Gym Red,144.95,144.95,2023-04-14T08:30:00.000Z
Nike Air Max Flyknit Racer,Multi-Colour/Racer Blue/White/Black,152.95,107.47,2023-01-24T08:00:00.000Z
Nike Air Max SYSTM,White/Summit White/Black,99.95,99.95,2023-03-21T08:00:00.000Z
